ID,default_flag,predicted_pd,risk_band
25722,1,0.06347716,Low
25723,0,0.10455924,Moderate
25724,0,0.20428553,Moderate
25725,0,0.11725979,Moderate
25726,1,0.61928755,Very High
25727,1,0.10814008,Moderate
25728,1,0.6872728,Very High
25729,0,0.05226048,Low
25730,0,0.032858193,Low
25731,0,0.28815636,High
25732,0,0.1377116,Moderate
25733,0,0.3687841,High
25734,0,0.1251264,Moderate
25735,0,0.06345412,Low
25736,0,0.08141632,Low
25737,1,0.6862898,Very High
25738,0,0.16482925,Moderate
25739,1,0.11684761,Moderate
25740,1,0.8315561,Very High
25741,0,0.03163724,Low
25742,1,0.7165428,Very High
25743,1,0.09466104,Low
25744,1,0.58533865,Very High
25745,0,0.1607875,Moderate
25746,0,0.13054755,Moderate
25747,0,0.17626229,Moderate
25748,0,0.26386046,High
25749,0,0.03989209,Low
25750,1,0.10379464,Moderate
25751,1,0.34257427,High
25752,0,0.051745,Low
25753,0,0.31818622,High
25754,0,0.19060433,Moderate
25755,0,0.020486273,Low
25756,0,0.10235499,Moderate
25757,0,0.05235528,Low
25758,0,0.10971772,Moderate
25759,0,0.12086576,Moderate
25760,0,0.119911835,Moderate
25761,1,0.20683593,Moderate
25762,0,0.056206327,Low
25763,0,0.032660235,Low
25764,1,0.76031137,Very High
25765,0,0.1167845,Moderate
25766,0,0.14863896,Moderate
25767,0,0.031427618,Low
25768,1,0.14849491,Moderate
25769,0,0.19862723,Moderate
25770,0,0.05661192,Low
25771,0,0.032379296,Low
25772,1,0.056812417,Low
25773,0,0.023495799,Low
25774,0,0.14990544,Moderate
25775,0,0.23610103,Moderate
25776,0,0.09248639,Low
25777,0,0.15618595,Moderate
25778,0,0.32626602,High
25779,0,0.15257013,Moderate
25780,0,0.10050217,Moderate
25781,0,0.10985095,Moderate
25782,0,0.13798732,Moderate
25783,0,0.08680038,Low
25784,0,0.0720894,Low
25785,0,0.11705326,Moderate
25786,0,0.084441826,Low
25787,1,0.41208795,High
25788,0,0.13822976,Moderate
25789,0,0.067370236,Low
25790,0,0.11003106,Moderate
25791,0,0.31662172,High
25792,0,0.057428457,Low
25793,0,0.020864433,Low
25794,0,0.07046295,Low
25795,0,0.08107808,Low
25796,0,0.12517917,Moderate
25797,0,0.073207885,Low
25798,1,0.80507827,Very High
25799,1,0.16097882,Moderate
25800,0,0.014370249,Low
25801,0,0.1332019,Moderate
25802,0,0.09444279,Low
25803,0,0.35102203,High
25804,0,0.19956446,Moderate
25805,0,0.21834235,Moderate
25806,0,0.077035405,Low
25807,0,0.06269583,Low
25808,0,0.11091213,Moderate
25809,0,0.33099854,High
25810,0,0.10877877,Moderate
25811,0,0.048098877,Low
25812,0,0.046831172,Low
25813,0,0.30049092,High
25814,0,0.039673414,Low
25815,0,0.08650471,Low
25816,1,0.05968665,Low
25817,0,0.17666738,Moderate
25818,1,0.13290863,Moderate
25819,0,0.13033417,Moderate
25820,0,0.107095905,Moderate
25821,0,0.076110445,Low
25822,1,0.41069555,High
25823,0,0.052233405,Low
25824,0,0.17348109,Moderate
25825,0,0.14481604,Moderate
25826,0,0.053495113,Low
25827,0,0.046463363,Low
25828,0,0.08017521,Low
25829,1,0.22924063,Moderate
25830,0,0.17359102,Moderate
25831,1,0.38152432,High
25832,0,0.12956157,Moderate
25833,0,0.08525497,Low
25834,0,0.19178876,Moderate
25835,1,0.7724917,Very High
25836,0,0.053645004,Low
25837,0,0.04895601,Low
25838,1,0.5821226,Very High
25839,1,0.42880076,High
25840,1,0.27182555,High
25841,0,0.037744872,Low
25842,0,0.02694939,Low
25843,0,0.048375875,Low
25844,0,0.038156766,Low
25845,1,0.5260295,Very High
25846,1,0.25798184,High
25847,0,0.1108545,Moderate
25848,0,0.027033696,Low
25849,0,0.061075553,Low
25850,0,0.16424604,Moderate
25851,1,0.3000597,High
25852,1,0.6086132,Very High
25853,0,0.06373296,Low
25854,0,0.08849812,Low
25855,0,0.13266963,Moderate
25856,0,0.13377684,Moderate
25857,0,0.045211576,Low
25858,0,0.030258099,Low
25859,1,0.26417488,High
25860,0,0.20818484,Moderate
25861,0,0.046163946,Low
25862,0,0.16299103,Moderate
25863,0,0.118723184,Moderate
25864,0,0.07177686,Low
25865,0,0.14330015,Moderate
25866,0,0.04560105,Low
25867,0,0.21153271,Moderate
25868,0,0.101536795,Moderate
25869,0,0.23012283,Moderate
25870,1,0.90124536,Very High
25871,0,0.09058471,Low
25872,0,0.07857576,Low
25873,0,0.0705894,Low
25874,1,0.42641598,High
25875,1,0.7512024,Very High
25876,0,0.032582838,Low
25877,1,0.08724718,Low
25878,0,0.03725539,Low
25879,1,0.809645,Very High
25880,0,0.046858322,Low
25881,0,0.036043197,Low
25882,0,0.09112856,Low
25883,0,0.14465272,Moderate
25884,0,0.032532305,Low
25885,1,0.74535316,Very High
25886,0,0.134102,Moderate
25887,1,0.46240157,High
25888,0,0.05806731,Low
25889,0,0.051081236,Low
25890,0,0.040211305,Low
25891,0,0.19108373,Moderate
25892,0,0.14041804,Moderate
25893,0,0.14383985,Moderate
25894,0,0.10629915,Moderate
25895,0,0.040510498,Low
25896,0,0.04864875,Low
25897,0,0.21398121,Moderate
25898,1,0.7938207,Very High
25899,0,0.12027478,Moderate
25900,0,0.23529829,Moderate
25901,0,0.054367084,Low
25902,0,0.19449833,Moderate
25903,0,0.10476251,Moderate
25904,0,0.2072122,Moderate
25905,1,0.4081478,High
25906,0,0.1929609,Moderate
25907,0,0.13695002,Moderate
25908,0,0.07391362,Low
25909,0,0.18418866,Moderate
25910,0,0.13366109,Moderate
25911,0,0.06772683,Low
25912,0,0.14435804,Moderate
25913,0,0.6741746,Very High
25914,0,0.021955313,Low
25915,0,0.15713008,Moderate
25916,0,0.58562887,Very High
25917,0,0.17724395,Moderate
25918,0,0.059858516,Low
25919,0,0.033029597,Low
25920,0,0.15833381,Moderate
25921,0,0.039475676,Low
25922,1,0.09911304,Low
25923,0,0.21405225,Moderate
25924,1,0.5051883,Very High
25925,0,0.12182907,Moderate
25926,0,0.15852794,Moderate
25927,0,0.077618085,Low
25928,0,0.032913297,Low
25929,1,0.28069115,High
25930,0,0.21711342,Moderate
25931,0,0.0823544,Low
25932,0,0.04408363,Low
25933,0,0.13105771,Moderate
25934,1,0.7143476,Very High
25935,0,0.068825155,Low
25936,0,0.10546993,Moderate
25937,0,0.1905346,Moderate
25938,0,0.09391245,Low
25939,0,0.040423013,Low
25940,0,0.08170505,Low
25941,0,0.067003235,Low
25942,0,0.07729286,Low
25943,0,0.36163366,High
25944,0,0.057980143,Low
25945,0,0.11116916,Moderate
25946,0,0.114840224,Moderate
25947,0,0.04180022,Low
25948,0,0.10219272,Moderate
25949,0,0.054820333,Low
25950,0,0.12887512,Moderate
25951,0,0.079929784,Low
25952,0,0.10717157,Moderate
25953,0,0.031001503,Low
25954,0,0.06808376,Low
25955,0,0.122397594,Moderate
25956,0,0.21368805,Moderate
25957,0,0.33266452,High
25958,0,0.056741923,Low
25959,0,0.06019288,Low
25960,0,0.030856062,Low
25961,1,0.43261543,High
25962,0,0.48714027,High
25963,0,0.040472407,Low
25964,0,0.09183337,Low
25965,1,0.3084979,High
25966,0,0.051942643,Low
25967,0,0.045768976,Low
25968,0,0.15243761,Moderate
25969,0,0.16055754,Moderate
25970,0,0.25556776,High
25971,0,0.100285985,Moderate
25972,0,0.22971714,Moderate
25973,1,0.30990016,High
25974,0,0.108739235,Moderate
25975,0,0.45304468,High
25976,0,0.14428325,Moderate
25977,1,0.15779313,Moderate
25978,1,0.18784313,Moderate
25979,0,0.095692985,Low
25980,0,0.05530821,Low
25981,0,0.1037808,Moderate
25982,0,0.110302225,Moderate
25983,0,0.65024114,Very High
25984,0,0.027018702,Low
25985,1,0.4509338,High
25986,0,0.07660848,Low
25987,0,0.48362204,High
25988,0,0.04701389,Low
25989,0,0.099627994,Low
25990,0,0.039633874,Low
25991,0,0.051336534,Low
25992,0,0.15266642,Moderate
25993,0,0.23842867,Moderate
25994,0,0.2141437,Moderate
25995,0,0.17584607,Moderate
25996,1,0.70703095,Very High
25997,0,0.09925022,Low
25998,0,0.074280635,Low
25999,0,0.11625151,Moderate
26000,0,0.15539597,Moderate
26001,0,0.12749001,Moderate
26002,1,0.39244723,High
26003,0,0.055004247,Low
26004,0,0.059208892,Low
26005,1,0.05849329,Low
26006,1,0.22617851,Moderate
26007,1,0.14446367,Moderate
26008,0,0.23026583,Moderate
26009,0,0.14699283,Moderate
26010,0,0.06750475,Low
26011,0,0.04065961,Low
26012,0,0.17579126,Moderate
26013,1,0.8215178,Very High
26014,0,0.0733921,Low
26015,0,0.09966531,Low
26016,0,0.121340185,Moderate
26017,0,0.092553966,Low
26018,0,0.11317274,Moderate
26019,0,0.06463612,Low
26020,0,0.10262525,Moderate
26021,0,0.17606854,Moderate
26022,0,0.0726129,Low
26023,0,0.7347939,Very High
26024,0,0.10233236,Moderate
26025,0,0.13012362,Moderate
26026,0,0.10983839,Moderate
26027,0,0.037776306,Low
26028,1,0.19190083,Moderate
26029,0,0.03297194,Low
26030,1,0.12668733,Moderate
26031,0,0.11173395,Moderate
26032,0,0.07658603,Low
26033,0,0.081538215,Low
26034,0,0.06921786,Low
26035,1,0.6227065,Very High
26036,0,0.09453991,Low
26037,0,0.15522426,Moderate
26038,0,0.041967884,Low
26039,0,0.35163456,High
26040,0,0.08802071,Low
26041,0,0.12037508,Moderate
26042,0,0.18365157,Moderate
26043,0,0.04441669,Low
26044,1,0.76636004,Very High
26045,0,0.056816697,Low
26046,0,0.083153315,Low
26047,0,0.068992786,Low
26048,0,0.076083854,Low
26049,0,0.1500748,Moderate
26050,0,0.089621834,Low
26051,0,0.20312552,Moderate
26052,0,0.040875327,Low
26053,0,0.11037916,Moderate
26054,0,0.01781928,Low
26055,0,0.020718705,Low
26056,0,0.0935171,Low
26057,0,0.08250603,Low
26058,1,0.65330476,Very High
26059,1,0.32494396,High
26060,0,0.08057886,Low
26061,0,0.18026562,Moderate
26062,0,0.03830846,Low
26063,0,0.5200502,Very High
26064,0,0.025667958,Low
26065,0,0.11235177,Moderate
26066,0,0.20928478,Moderate
26067,0,0.06529979,Low
26068,0,0.032194264,Low
26069,0,0.08116209,Low
26070,0,0.22461013,Moderate
26071,0,0.03687579,Low
26072,1,0.22710046,Moderate
26073,0,0.10335812,Moderate
26074,0,0.34352082,High
26075,0,0.09160745,Low
26076,0,0.08169307,Low
26077,0,0.34836736,High
26078,0,0.0998154,Low
26079,0,0.153196,Moderate
26080,0,0.04446747,Low
26081,0,0.09880109,Low
26082,0,0.081478156,Low
26083,0,0.55590314,Very High
26084,1,0.14027649,Moderate
26085,0,0.0684299,Low
26086,0,0.083544314,Low
26087,1,0.84113365,Very High
26088,0,0.13072641,Moderate
26089,0,0.56387,Very High
26090,0,0.17449568,Moderate
26091,0,0.10162188,Moderate
26092,0,0.20849845,Moderate
26093,0,0.047292512,Low
26094,0,0.033364188,Low
26095,1,0.7140426,Very High
26096,0,0.11110553,Moderate
26097,0,0.14822762,Moderate
26098,0,0.07360884,Low
26099,0,0.6689431,Very High
26100,0,0.07347345,Low
26101,0,0.10920443,Moderate
26102,0,0.65951097,Very High
26103,0,0.09423924,Low
26104,0,0.09409536,Low
26105,0,0.09231559,Low
26106,0,0.101339675,Moderate
26107,0,0.19235638,Moderate
26108,0,0.10135418,Moderate
26109,1,0.34302434,High
26110,0,0.08794499,Low
26111,0,0.16404846,Moderate
26112,0,0.062811255,Low
26113,0,0.094983734,Low
26114,0,0.1541621,Moderate
26115,0,0.13951007,Moderate
26116,0,0.3220669,High
26117,0,0.10863354,Moderate
26118,0,0.22163922,Moderate
26119,0,0.04822829,Low
26120,1,0.1130634,Moderate
26121,0,0.13090646,Moderate
26122,1,0.18974628,Moderate
26123,0,0.0980839,Low
26124,0,0.11028939,Moderate
26125,0,0.26931128,High
26126,0,0.12871765,Moderate
26127,0,0.10335209,Moderate
26128,1,0.35085377,High
26129,0,0.105523966,Moderate
26130,0,0.40250188,High
26131,0,0.0412847,Low
26132,0,0.14067632,Moderate
26133,0,0.64587235,Very High
26134,1,0.29213196,High
26135,0,0.08949796,Low
26136,0,0.13353847,Moderate
26137,0,0.04504024,Low
26138,0,0.12304682,Moderate
26139,1,0.7848024,Very High
26140,0,0.09567733,Low
26141,0,0.17709492,Moderate
26142,0,0.03072524,Low
26143,0,0.02891967,Low
26144,0,0.18891785,Moderate
26145,0,0.02880306,Low
26146,0,0.07819192,Low
26147,0,0.33306774,High
26148,0,0.11169085,Moderate
26149,1,0.66330135,Very High
26150,0,0.09921968,Low
26151,1,0.7190162,Very High
26152,0,0.05713765,Low
26153,0,0.064625956,Low
26154,0,0.101161376,Moderate
26155,0,0.17413881,Moderate
26156,0,0.11442217,Moderate
26157,0,0.047878515,Low
26158,0,0.09869623,Low
26159,1,0.11545253,Moderate
26160,0,0.09855147,Low
26161,0,0.14422084,Moderate
26162,0,0.04881081,Low
26163,0,0.06391289,Low
26164,0,0.06841253,Low
26165,1,0.307148,High
26166,0,0.067514025,Low
26167,0,0.050728783,Low
26168,1,0.6824324,Very High
26169,1,0.4093861,High
26170,0,0.23325403,Moderate
26171,1,0.7346412,Very High
26172,0,0.12623803,Moderate
26173,0,0.22731917,Moderate
26174,1,0.77234584,Very High
26175,0,0.13947546,Moderate
26176,0,0.03634223,Low
26177,0,0.029970214,Low
26178,0,0.22789581,Moderate
26179,0,0.07480167,Low
26180,0,0.10666292,Moderate
26181,0,0.14097777,Moderate
26182,0,0.09924733,Low
26183,0,0.17517936,Moderate
26184,0,0.24039757,Moderate
26185,1,0.20519625,Moderate
26186,0,0.1349906,Moderate
26187,0,0.04564944,Low
26188,0,0.13977835,Moderate
26189,1,0.44643041,High
26190,0,0.079042315,Low
26191,0,0.029654281,Low
26192,0,0.10247062,Moderate
26193,1,0.08460477,Low
26194,0,0.12389844,Moderate
26195,0,0.07434068,Low
26196,0,0.19600977,Moderate
26197,0,0.038643397,Low
26198,0,0.04942819,Low
26199,0,0.1455999,Moderate
26200,0,0.11755432,Moderate
26201,0,0.16475786,Moderate
26202,0,0.08029205,Low
26203,0,0.0695029,Low
26204,0,0.13859682,Moderate
26205,0,0.04901746,Low
26206,0,0.21950044,Moderate
26207,0,0.12050139,Moderate
26208,0,0.05003266,Low
26209,0,0.02962071,Low
26210,0,0.15254667,Moderate
26211,0,0.07594047,Low
26212,0,0.25476295,High
26213,0,0.09052912,Low
26214,0,0.12414408,Moderate
26215,0,0.04114431,Low
26216,0,0.20759793,Moderate
26217,1,0.72819877,Very High
26218,0,0.2053437,Moderate
26219,1,0.13657264,Moderate
26220,0,0.14742094,Moderate
26221,0,0.27909037,High
26222,0,0.24771474,Moderate
26223,0,0.12328173,Moderate
26224,0,0.067482434,Low
26225,0,0.08297969,Low
26226,0,0.03054425,Low
26227,0,0.20997284,Moderate
26228,0,0.1306412,Moderate
26229,0,0.0574742,Low
26230,0,0.06710251,Low
26231,1,0.39733523,High
26232,0,0.087218456,Low
26233,0,0.1417741,Moderate
26234,0,0.078859404,Low
26235,1,0.6612401,Very High
26236,1,0.15411378,Moderate
26237,0,0.030704902,Low
26238,0,0.060490515,Low
26239,0,0.105073094,Moderate
26240,0,0.045842815,Low
26241,0,0.052809216,Low
26242,0,0.04774205,Low
26243,0,0.07927761,Low
26244,1,0.56512624,Very High
26245,0,0.17039812,Moderate
26246,0,0.12645967,Moderate
26247,1,0.4045414,High
26248,0,0.044900008,Low
26249,0,0.12709653,Moderate
26250,0,0.32173756,High
26251,0,0.027475964,Low
26252,0,0.025965327,Low
26253,0,0.19273832,Moderate
26254,0,0.1401213,Moderate
26255,0,0.15404215,Moderate
26256,0,0.23075734,Moderate
26257,0,0.053051904,Low
26258,0,0.0830821,Low
26259,0,0.12261254,Moderate
26260,0,0.4716335,High
26261,1,0.23446906,Moderate
26262,0,0.07339666,Low
26263,0,0.09103983,Low
26264,0,0.1174176,Moderate
26265,0,0.15622666,Moderate
26266,0,0.33832425,High
26267,0,0.07772345,Low
26268,0,0.03544269,Low
26269,0,0.12553062,Moderate
26270,0,0.070258535,Low
26271,1,0.11680143,Moderate
26272,0,0.24525501,Moderate
26273,0,0.35432327,High
26274,0,0.058538746,Low
26275,0,0.1947382,Moderate
26276,0,0.14770523,Moderate
26277,0,0.57374656,Very High
26278,0,0.19811746,Moderate
26279,1,0.2144428,Moderate
26280,0,0.23196708,Moderate
26281,0,0.7376276,Very High
26282,0,0.039378915,Low
26283,0,0.040599808,Low
26284,0,0.22062312,Moderate
26285,1,0.18585448,Moderate
26286,0,0.03363433,Low
26287,0,0.027274838,Low
26288,0,0.06042202,Low
26289,1,0.3778481,High
26290,0,0.05189732,Low
26291,0,0.10799014,Moderate
26292,0,0.09670071,Low
26293,0,0.13582897,Moderate
26294,0,0.17530358,Moderate
26295,1,0.28999624,High
26296,0,0.24233852,Moderate
26297,0,0.05100731,Low
26298,1,0.7326935,Very High
26299,0,0.08892781,Low
26300,0,0.15543331,Moderate
26301,1,0.76407695,Very High
26302,0,0.11258126,Moderate
26303,0,0.049728353,Low
26304,0,0.51108724,Very High
26305,0,0.034930553,Low
26306,0,0.145866,Moderate
26307,0,0.22488041,Moderate
26308,1,0.68165207,Very High
26309,0,0.0979838,Low
26310,0,0.17483662,Moderate
26311,0,0.26362848,High
26312,0,0.08902469,Low
26313,1,0.3364178,High
26314,1,0.6492201,Very High
26315,1,0.55976576,Very High
26316,1,0.14618413,Moderate
26317,0,0.053580295,Low
26318,0,0.17349212,Moderate
26319,1,0.24508217,Moderate
26320,0,0.08614202,Low
26321,0,0.11395226,Moderate
26322,1,0.16487141,Moderate
26323,0,0.32696876,High
26324,0,0.1228321,Moderate
26325,1,0.06996917,Low
26326,0,0.15293993,Moderate
26327,1,0.4588013,High
26328,1,0.41823545,High
26329,0,0.04929704,Low
26330,0,0.22222999,Moderate
26331,0,0.09536308,Low
26332,0,0.089578964,Low
26333,0,0.13049912,Moderate
26334,0,0.05126167,Low
26335,0,0.22425519,Moderate
26336,1,0.101757385,Moderate
26337,0,0.13271761,Moderate
26338,0,0.049259998,Low
26339,0,0.057724454,Low
26340,1,0.059937783,Low
26341,0,0.09309297,Low
26342,0,0.026514826,Low
26343,0,0.08236104,Low
26344,0,0.08922108,Low
26345,0,0.13690457,Moderate
26346,0,0.108031,Moderate
26347,1,0.30934063,High
26348,0,0.6070329,Very High
26349,0,0.09943838,Low
26350,0,0.2334497,Moderate
26351,0,0.069318525,Low
26352,0,0.09001283,Low
26353,1,0.1075954,Moderate
26354,0,0.28272882,High
26355,0,0.27214563,High
26356,0,0.1314647,Moderate
26357,0,0.07390918,Low
26358,0,0.11245986,Moderate
26359,0,0.67995775,Very High
26360,0,0.023729334,Low
26361,0,0.058218885,Low
26362,0,0.15727769,Moderate
26363,0,0.16302562,Moderate
26364,0,0.14388162,Moderate
26365,0,0.12945975,Moderate
26366,0,0.17648113,Moderate
26367,0,0.117547594,Moderate
26368,1,0.21944669,Moderate
26369,0,0.11388121,Moderate
26370,0,0.027845636,Low
26371,1,0.4163792,High
26372,0,0.07913146,Low
26373,0,0.49996138,High
26374,0,0.18700777,Moderate
26375,1,0.45257813,High
26376,0,0.3566732,High
26377,1,0.15667532,Moderate
26378,0,0.018807577,Low
26379,1,0.7592678,Very High
26380,0,0.36619368,High
26381,0,0.047964983,Low
26382,0,0.49678758,High
26383,0,0.044136126,Low
26384,0,0.0563473,Low
26385,0,0.05349911,Low
26386,0,0.09891755,Low
26387,0,0.22585751,Moderate
26388,0,0.0386813,Low
26389,0,0.09762515,Low
26390,0,0.12887041,Moderate
26391,1,0.567001,Very High
26392,0,0.04926442,Low
26393,0,0.07237314,Low
26394,0,0.10667853,Moderate
26395,0,0.72212994,Very High
26396,0,0.0597298,Low
26397,0,0.079311535,Low
26398,0,0.07169552,Low
26399,0,0.098177396,Low
26400,0,0.07148413,Low
26401,0,0.024715966,Low
26402,0,0.13800913,Moderate
26403,0,0.1022028,Moderate
26404,0,0.0732323,Low
26405,1,0.26902246,High
26406,0,0.28367066,High
26407,0,0.2565183,High
26408,0,0.16418582,Moderate
26409,1,0.18813033,Moderate
26410,0,0.11552986,Moderate
26411,0,0.07877193,Low
26412,0,0.103191644,Moderate
26413,0,0.51912403,Very High
26414,0,0.054713115,Low
26415,0,0.036152728,Low
26416,0,0.24157381,Moderate
26417,0,0.11039466,Moderate
26418,0,0.09792622,Low
26419,0,0.26127586,High
26420,0,0.16196337,Moderate
26421,1,0.1090014,Moderate
26422,0,0.2043177,Moderate
26423,0,0.04816233,Low
26424,0,0.04911984,Low
26425,0,0.099144556,Low
26426,0,0.061539616,Low
26427,1,0.18613663,Moderate
26428,0,0.066298634,Low
26429,0,0.061364826,Low
26430,0,0.14185886,Moderate
26431,0,0.0983604,Low
26432,0,0.13428867,Moderate
26433,0,0.11660424,Moderate
26434,0,0.025765479,Low
26435,0,0.048812073,Low
26436,0,0.2740126,High
26437,0,0.1279454,Moderate
26438,0,0.123828396,Moderate
26439,0,0.08637901,Low
26440,0,0.15608151,Moderate
26441,0,0.83627206,Very High
26442,1,0.45141354,High
26443,1,0.08384162,Low
26444,0,0.11522491,Moderate
26445,0,0.46286654,High
26446,1,0.2956308,High
26447,1,0.6256121,Very High
26448,0,0.082888156,Low
26449,1,0.10724101,Moderate
26450,0,0.12050308,Moderate
26451,0,0.076683804,Low
26452,0,0.16316676,Moderate
26453,0,0.09375143,Low
26454,1,0.31771815,High
26455,1,0.75037915,Very High
26456,0,0.05561681,Low
26457,1,0.22401679,Moderate
26458,0,0.4542156,High
26459,0,0.102835394,Moderate
26460,1,0.2369752,Moderate
26461,0,0.11466974,Moderate
26462,0,0.057816647,Low
26463,0,0.1781823,Moderate
26464,1,0.40531147,High
26465,0,0.12716806,Moderate
26466,1,0.091530874,Low
26467,1,0.06492592,Low
26468,0,0.06456675,Low
26469,0,0.09797786,Low
26470,0,0.21497491,Moderate
26471,0,0.11169875,Moderate
26472,0,0.22625713,Moderate
26473,1,0.13595448,Moderate
26474,0,0.04692937,Low
26475,0,0.06914463,Low
26476,1,0.27530983,High
26477,0,0.022762295,Low
26478,0,0.11634592,Moderate
26479,0,0.13039209,Moderate
26480,1,0.24508378,Moderate
26481,0,0.14895909,Moderate
26482,0,0.17933892,Moderate
26483,0,0.1532418,Moderate
26484,0,0.4440004,High
26485,1,0.83995044,Very High
26486,0,0.12045218,Moderate
26487,1,0.35568768,High
26488,0,0.16925254,Moderate
26489,0,0.08193363,Low
26490,0,0.074915916,Low
26491,0,0.33952248,High
26492,0,0.13068599,Moderate
26493,1,0.12064604,Moderate
26494,0,0.13776721,Moderate
26495,1,0.6883896,Very High
26496,0,0.23821165,Moderate
26497,0,0.15436219,Moderate
26498,0,0.068673536,Low
26499,0,0.12861551,Moderate
26500,0,0.10584928,Moderate
26501,1,0.7371693,Very High
26502,1,0.0692076,Low
26503,1,0.5861686,Very High
26504,0,0.10369335,Moderate
26505,0,0.1861015,Moderate
26506,0,0.1223959,Moderate
26507,1,0.86299115,Very High
26508,0,0.05307076,Low
26509,0,0.10890603,Moderate
26510,0,0.104353875,Moderate
26511,0,0.34160617,High
26512,0,0.43977815,High
26513,0,0.17986883,Moderate
26514,1,0.38350555,High
26515,0,0.17477816,Moderate
26516,0,0.08484001,Low
26517,0,0.65230477,Very High
26518,1,0.21044266,Moderate
26519,0,0.44492322,High
26520,0,0.3385318,High
26521,1,0.2935697,High
26522,0,0.12298535,Moderate
26523,0,0.062395487,Low
26524,0,0.03503652,Low
